product_key,portfolio_key,product_label,product_name,pack_name,corporation_name,corporation_group,atc4_raw,atc4_code,atc4_description,molecule_list,molecule_count,is_combo_molecule,protection_current,international_prescription
1,1,FORXIGA,FORXIGA,COMPR RIV. 10MG,ASTRAZENECA,ASTRAZENECA,A10P1 - SGLT2 INHIB A-DIAB PLAIN,A10P1,SGLT2 INHIB A-DIAB PLAIN,DAPAGLIFLOZIN,1,False,PROTECTED,PRESCRIPTION BOUND
2,1,FORXIGA,FORXIGA,COMPR RIV. 10MG 28,ASTRAZENECA,ASTRAZENECA,A10P1 - SGLT2 INHIB A-DIAB PLAIN,A10P1,SGLT2 INHIB A-DIAB PLAIN,DAPAGLIFLOZIN,1,False,PROTECTED,PRESCRIPTION BOUND
3,1,FORXIGA,FORXIGA,COMPR RIV. 5MG,ASTRAZENECA,ASTRAZENECA,A10P1 - SGLT2 INHIB A-DIAB PLAIN,A10P1,SGLT2 INHIB A-DIAB PLAIN,DAPAGLIFLOZIN,1,False,PROTECTED,PRESCRIPTION BOUND
4,1,FORXIGA,FORXIGA,COMPR RIV. 5MG 28,ASTRAZENECA,ASTRAZENECA,A10P1 - SGLT2 INHIB A-DIAB PLAIN,A10P1,SGLT2 INHIB A-DIAB PLAIN,DAPAGLIFLOZIN,1,False,PROTECTED,PRESCRIPTION BOUND
5,1,FORXIGA,FORXIGA,F.C.TABS 10MG 28,ASTRAZENECA,ASTRAZENECA,A10P1 - SGLT2 INHIB A-DIAB PLAIN,A10P1,SGLT2 INHIB A-DIAB PLAIN,DAPAGLIFLOZIN,1,False,PROTECTED,PRESCRIPTION BOUND
6,1,FORXIGA,FORXIGA,F.C.TABS 5MG 28,ASTRAZENECA,ASTRAZENECA,A10P1 - SGLT2 INHIB A-DIAB PLAIN,A10P1,SGLT2 INHIB A-DIAB PLAIN,DAPAGLIFLOZIN,1,False,PROTECTED,PRESCRIPTION BOUND
7,1,FORXIGA,FORXIGA,TABL RECUB 10MG,ASTRAZENECA,ASTRAZENECA,A10P1 - SGLT2 INHIB A-DIAB PLAIN,A10P1,SGLT2 INHIB A-DIAB PLAIN,DAPAGLIFLOZIN,1,False,PROTECTED,PRESCRIPTION BOUND
8,1,FORXIGA,FORXIGA,TABL RECUB 10MG 28,ASTRAZENECA,ASTRAZENECA,A10P1 - SGLT2 INHIB A-DIAB PLAIN,A10P1,SGLT2 INHIB A-DIAB PLAIN,DAPAGLIFLOZIN,1,False,PROTECTED,PRESCRIPTION BOUND
9,2,JARDIANCE,JARDIANCE,COMPR RIV. 10MG,BOEHRINGER INGEL,BOEHRINGER INGEL,A10P1 - SGLT2 INHIB A-DIAB PLAIN,A10P1,SGLT2 INHIB A-DIAB PLAIN,EMPAGLIFLOZIN,1,False,PROTECTED,PRESCRIPTION BOUND
10,2,JARDIANCE,JARDIANCE,COMPR RIV. 10MG 28,BOEHRINGER INGEL,BOEHRINGER INGEL,A10P1 - SGLT2 INHIB A-DIAB PLAIN,A10P1,SGLT2 INHIB A-DIAB PLAIN,EMPAGLIFLOZIN,1,False,PROTECTED,PRESCRIPTION BOUND
11,2,JARDIANCE,JARDIANCE,COMPR RIV. 25MG,BOEHRINGER INGEL,BOEHRINGER INGEL,A10P1 - SGLT2 INHIB A-DIAB PLAIN,A10P1,SGLT2 INHIB A-DIAB PLAIN,EMPAGLIFLOZIN,1,False,PROTECTED,PRESCRIPTION BOUND
12,2,JARDIANCE,JARDIANCE,COMPR RIV. 25MG 28,BOEHRINGER INGEL,BOEHRINGER INGEL,A10P1 - SGLT2 INHIB A-DIAB PLAIN,A10P1,SGLT2 INHIB A-DIAB PLAIN,EMPAGLIFLOZIN,1,False,PROTECTED,PRESCRIPTION BOUND
13,2,JARDIANCE,JARDIANCE,F.C.TABS 10MG 30,BOEHRINGER INGEL,BOEHRINGER INGEL,A10P1 - SGLT2 INHIB A-DIAB PLAIN,A10P1,SGLT2 INHIB A-DIAB PLAIN,EMPAGLIFLOZIN,1,False,PROTECTED,PRESCRIPTION BOUND
14,2,JARDIANCE,JARDIANCE,F.C.TABS 25MG 30,BOEHRINGER INGEL,BOEHRINGER INGEL,A10P1 - SGLT2 INHIB A-DIAB PLAIN,A10P1,SGLT2 INHIB A-DIAB PLAIN,EMPAGLIFLOZIN,1,False,PROTECTED,PRESCRIPTION BOUND
15,2,JARDIANCE,JARDIANCE,TABL RECUB 10MG,BOEHRINGER INGEL,BOEHRINGER INGEL,A10P1 - SGLT2 INHIB A-DIAB PLAIN,A10P1,SGLT2 INHIB A-DIAB PLAIN,EMPAGLIFLOZIN,1,False,PROTECTED,PRESCRIPTION BOUND
16,2,JARDIANCE,JARDIANCE,TABL RECUB 10MG 30,BOEHRINGER INGEL,BOEHRINGER INGEL,A10P1 - SGLT2 INHIB A-DIAB PLAIN,A10P1,SGLT2 INHIB A-DIAB PLAIN,EMPAGLIFLOZIN,1,False,PROTECTED,PRESCRIPTION BOUND
17,2,JARDIANCE,JARDIANCE,TABL RECUB 25MG,BOEHRINGER INGEL,BOEHRINGER INGEL,A10P1 - SGLT2 INHIB A-DIAB PLAIN,A10P1,SGLT2 INHIB A-DIAB PLAIN,EMPAGLIFLOZIN,1,False,PROTECTED,PRESCRIPTION BOUND
18,2,JARDIANCE,JARDIANCE,TABL RECUB 25MG 30,BOEHRINGER INGEL,BOEHRINGER INGEL,A10P1 - SGLT2 INHIB A-DIAB PLAIN,A10P1,SGLT2 INHIB A-DIAB PLAIN,EMPAGLIFLOZIN,1,False,PROTECTED,PRESCRIPTION BOUND
19,3,INVOKANA DD+,INVOKANA     DD+>>,TABL RECUB 300MG 30,DIFARMED,DIFARMED,A10P1 - SGLT2 INHIB A-DIAB PLAIN,A10P1,SGLT2 INHIB A-DIAB PLAIN,CANAGLIFLOZIN,1,False,PROTECTED,PRESCRIPTION BOUND
20,4,EDISTRIDE,EDISTRIDE,TABL RECUB 10MG,ESTEVE,ESTEVE,A10P1 - SGLT2 INHIB A-DIAB PLAIN,A10P1,SGLT2 INHIB A-DIAB PLAIN,DAPAGLIFLOZIN,1,False,PROTECTED,PRESCRIPTION BOUND
21,4,EDISTRIDE,EDISTRIDE,TABL RECUB 10MG 28,ESTEVE,ESTEVE,A10P1 - SGLT2 INHIB A-DIAB PLAIN,A10P1,SGLT2 INHIB A-DIAB PLAIN,DAPAGLIFLOZIN,1,False,PROTECTED,PRESCRIPTION BOUND
22,5,INVOKANA,INVOKANA,F.C.TABS 100MG 30,JOHNSON & JOHNSON,JOHNSON & JOHNSON,A10P1 - SGLT2 INHIB A-DIAB PLAIN,A10P1,SGLT2 INHIB A-DIAB PLAIN,CANAGLIFLOZIN,1,False,PROTECTED,PRESCRIPTION BOUND
23,5,INVOKANA,INVOKANA,F.C.TABS 300MG 30,JOHNSON & JOHNSON,JOHNSON & JOHNSON,A10P1 - SGLT2 INHIB A-DIAB PLAIN,A10P1,SGLT2 INHIB A-DIAB PLAIN,CANAGLIFLOZIN,1,False,PROTECTED,PRESCRIPTION BOUND
24,6,INVOKANA M23,INVOKANA     M23>>,TABL RECUB 300MG 30,MELYFARMA       >>,MELYFARMA,A10P1 - SGLT2 INHIB A-DIAB PLAIN,A10P1,SGLT2 INHIB A-DIAB PLAIN,CANAGLIFLOZIN,1,False,PROTECTED,PRESCRIPTION BOUND
25,7,INVOKANA,INVOKANA,COMP RIV. 100MG,MENARINI,MENARINI,A10P1 - SGLT2 INHIB A-DIAB PLAIN,A10P1,SGLT2 INHIB A-DIAB PLAIN,CANAGLIFLOZIN,1,False,PROTECTED,PRESCRIPTION BOUND
26,7,INVOKANA,INVOKANA,COMP RIV. 100MG 30,MENARINI,MENARINI,A10P1 - SGLT2 INHIB A-DIAB PLAIN,A10P1,SGLT2 INHIB A-DIAB PLAIN,CANAGLIFLOZIN,1,False,PROTECTED,PRESCRIPTION BOUND
27,7,INVOKANA,INVOKANA,COMP RIV. 300MG,MENARINI,MENARINI,A10P1 - SGLT2 INHIB A-DIAB PLAIN,A10P1,SGLT2 INHIB A-DIAB PLAIN,CANAGLIFLOZIN,1,False,PROTECTED,PRESCRIPTION BOUND
28,7,INVOKANA,INVOKANA,COMP RIV. 300MG 30,MENARINI,MENARINI,A10P1 - SGLT2 INHIB A-DIAB PLAIN,A10P1,SGLT2 INHIB A-DIAB PLAIN,CANAGLIFLOZIN,1,False,PROTECTED,PRESCRIPTION BOUND
29,7,INVOKANA,INVOKANA,TABL RECUB 100MG,MENARINI,MENARINI,A10P1 - SGLT2 INHIB A-DIAB PLAIN,A10P1,SGLT2 INHIB A-DIAB PLAIN,CANAGLIFLOZIN,1,False,PROTECTED,PRESCRIPTION BOUND
30,7,INVOKANA,INVOKANA,TABL RECUB 100MG 30,MENARINI,MENARINI,A10P1 - SGLT2 INHIB A-DIAB PLAIN,A10P1,SGLT2 INHIB A-DIAB PLAIN,CANAGLIFLOZIN,1,False,PROTECTED,PRESCRIPTION BOUND
31,7,INVOKANA,INVOKANA,TABL RECUB 300MG,MENARINI,MENARINI,A10P1 - SGLT2 INHIB A-DIAB PLAIN,A10P1,SGLT2 INHIB A-DIAB PLAIN,CANAGLIFLOZIN,1,False,PROTECTED,PRESCRIPTION BOUND
32,7,INVOKANA,INVOKANA,TABL RECUB 300MG 30,MENARINI,MENARINI,A10P1 - SGLT2 INHIB A-DIAB PLAIN,A10P1,SGLT2 INHIB A-DIAB PLAIN,CANAGLIFLOZIN,1,False,PROTECTED,PRESCRIPTION BOUND
33,8,STEGLATRO,STEGLATRO,COMPR RIV. 15MG,MERCK & CO,MERCK & CO,A10P1 - SGLT2 INHIB A-DIAB PLAIN,A10P1,SGLT2 INHIB A-DIAB PLAIN,ERTUGLIFLOZIN,1,False,PROTECTED,PRESCRIPTION BOUND
34,8,STEGLATRO,STEGLATRO,COMPR RIV. 15MG 28,MERCK & CO,MERCK & CO,A10P1 - SGLT2 INHIB A-DIAB PLAIN,A10P1,SGLT2 INHIB A-DIAB PLAIN,ERTUGLIFLOZIN,1,False,PROTECTED,PRESCRIPTION BOUND
35,8,STEGLATRO,STEGLATRO,COMPR RIV. 5MG,MERCK & CO,MERCK & CO,A10P1 - SGLT2 INHIB A-DIAB PLAIN,A10P1,SGLT2 INHIB A-DIAB PLAIN,ERTUGLIFLOZIN,1,False,PROTECTED,PRESCRIPTION BOUND
36,8,STEGLATRO,STEGLATRO,COMPR RIV. 5MG 28,MERCK & CO,MERCK & CO,A10P1 - SGLT2 INHIB A-DIAB PLAIN,A10P1,SGLT2 INHIB A-DIAB PLAIN,ERTUGLIFLOZIN,1,False,PROTECTED,PRESCRIPTION BOUND
37,8,STEGLATRO,STEGLATRO,TABL RECUB 15MG 28,MERCK & CO,MERCK & CO,A10P1 - SGLT2 INHIB A-DIAB PLAIN,A10P1,SGLT2 INHIB A-DIAB PLAIN,ERTUGLIFLOZIN,1,False,PROTECTED,PRESCRIPTION BOUND
38,8,STEGLATRO,STEGLATRO,TABL RECUB 5MG 28,MERCK & CO,MERCK & CO,A10P1 - SGLT2 INHIB A-DIAB PLAIN,A10P1,SGLT2 INHIB A-DIAB PLAIN,ERTUGLIFLOZIN,1,False,PROTECTED,PRESCRIPTION BOUND
39,9,XIGDUO,XIGDUO,C.RV 5+1000,ASTRAZENECA,ASTRAZENECA,A10P3 - SGLT2 INH & BIGUAN COMBS,A10P3,SGLT2 INH & BIGUAN COMBS,DAPAGLIFLOZIN!METFORMIN,2,True,PROTECTED,PRESCRIPTION BOUND
40,9,XIGDUO,XIGDUO,C.RV 5+1000 56,ASTRAZENECA,ASTRAZENECA,A10P3 - SGLT2 INH & BIGUAN COMBS,A10P3,SGLT2 INH & BIGUAN COMBS,DAPAGLIFLOZIN!METFORMIN,2,True,PROTECTED,PRESCRIPTION BOUND
41,9,XIGDUO,XIGDUO,C.RV 5+850,ASTRAZENECA,ASTRAZENECA,A10P3 - SGLT2 INH & BIGUAN COMBS,A10P3,SGLT2 INH & BIGUAN COMBS,DAPAGLIFLOZIN!METFORMIN,2,True,PROTECTED,PRESCRIPTION BOUND
42,9,XIGDUO,XIGDUO,C.RV 5+850 56,ASTRAZENECA,ASTRAZENECA,A10P3 - SGLT2 INH & BIGUAN COMBS,A10P3,SGLT2 INH & BIGUAN COMBS,DAPAGLIFLOZIN!METFORMIN,2,True,PROTECTED,PRESCRIPTION BOUND
43,9,XIGDUO,XIGDUO,F.C.TABS/5 1000MG 56,ASTRAZENECA,ASTRAZENECA,A10P3 - SGLT2 INH & BIGUAN COMBS,A10P3,SGLT2 INH & BIGUAN COMBS,DAPAGLIFLOZIN!METFORMIN,2,True,PROTECTED,PRESCRIPTION BOUND
44,9,XIGDUO,XIGDUO,F.C.TABS/5 850MG 56,ASTRAZENECA,ASTRAZENECA,A10P3 - SGLT2 INH & BIGUAN COMBS,A10P3,SGLT2 INH & BIGUAN COMBS,DAPAGLIFLOZIN!METFORMIN,2,True,PROTECTED,PRESCRIPTION BOUND
45,9,XIGDUO,XIGDUO,TABL RE 5MG 1000MG,ASTRAZENECA,ASTRAZENECA,A10P3 - SGLT2 INH & BIGUAN COMBS,A10P3,SGLT2 INH & BIGUAN COMBS,DAPAGLIFLOZIN!METFORMIN,2,True,PROTECTED,PRESCRIPTION BOUND
46,9,XIGDUO,XIGDUO,TABL RE 5MG 1000MG 56,ASTRAZENECA,ASTRAZENECA,A10P3 - SGLT2 INH & BIGUAN COMBS,A10P3,SGLT2 INH & BIGUAN COMBS,DAPAGLIFLOZIN!METFORMIN,2,True,PROTECTED,PRESCRIPTION BOUND
47,9,XIGDUO,XIGDUO,TABL RE 5MG 850MG,ASTRAZENECA,ASTRAZENECA,A10P3 - SGLT2 INH & BIGUAN COMBS,A10P3,SGLT2 INH & BIGUAN COMBS,DAPAGLIFLOZIN!METFORMIN,2,True,PROTECTED,PRESCRIPTION BOUND
48,9,XIGDUO,XIGDUO,TABL RE 5MG 850MG 56,ASTRAZENECA,ASTRAZENECA,A10P3 - SGLT2 INH & BIGUAN COMBS,A10P3,SGLT2 INH & BIGUAN COMBS,DAPAGLIFLOZIN!METFORMIN,2,True,PROTECTED,PRESCRIPTION BOUND
49,10,SYNJARDY,SYNJARDY,C.RV 5+1G,BOEHRINGER INGEL,BOEHRINGER INGEL,A10P3 - SGLT2 INH & BIGUAN COMBS,A10P3,SGLT2 INH & BIGUAN COMBS,EMPAGLIFLOZIN!METFORMIN,2,True,PROTECTED,PRESCRIPTION BOUND
50,10,SYNJARDY,SYNJARDY,C.RV 5+1G 56,BOEHRINGER INGEL,BOEHRINGER INGEL,A10P3 - SGLT2 INH & BIGUAN COMBS,A10P3,SGLT2 INH & BIGUAN COMBS,EMPAGLIFLOZIN!METFORMIN,2,True,PROTECTED,PRESCRIPTION BOUND
51,10,SYNJARDY,SYNJARDY,C.RV 5+850MG,BOEHRINGER INGEL,BOEHRINGER INGEL,A10P3 - SGLT2 INH & BIGUAN COMBS,A10P3,SGLT2 INH & BIGUAN COMBS,EMPAGLIFLOZIN!METFORMIN,2,True,PROTECTED,PRESCRIPTION BOUND
52,10,SYNJARDY,SYNJARDY,C.RV 5+850MG 56,BOEHRINGER INGEL,BOEHRINGER INGEL,A10P3 - SGLT2 INH & BIGUAN COMBS,A10P3,SGLT2 INH & BIGUAN COMBS,EMPAGLIFLOZIN!METFORMIN,2,True,PROTECTED,PRESCRIPTION BOUND
53,10,SYNJARDY,SYNJARDY,C.RV12.5+1G,BOEHRINGER INGEL,BOEHRINGER INGEL,A10P3 - SGLT2 INH & BIGUAN COMBS,A10P3,SGLT2 INH & BIGUAN COMBS,EMPAGLIFLOZIN!METFORMIN,2,True,PROTECTED,PRESCRIPTION BOUND
54,10,SYNJARDY,SYNJARDY,C.RV12.5+1G 56,BOEHRINGER INGEL,BOEHRINGER INGEL,A10P3 - SGLT2 INH & BIGUAN COMBS,A10P3,SGLT2 INH & BIGUAN COMBS,EMPAGLIFLOZIN!METFORMIN,2,True,PROTECTED,PRESCRIPTION BOUND
55,10,SYNJARDY,SYNJARDY,C.RV12.5+850,BOEHRINGER INGEL,BOEHRINGER INGEL,A10P3 - SGLT2 INH & BIGUAN COMBS,A10P3,SGLT2 INH & BIGUAN COMBS,EMPAGLIFLOZIN!METFORMIN,2,True,PROTECTED,PRESCRIPTION BOUND
56,10,SYNJARDY,SYNJARDY,C.RV12.5+850 56,BOEHRINGER INGEL,BOEHRINGER INGEL,A10P3 - SGLT2 INH & BIGUAN COMBS,A10P3,SGLT2 INH & BIGUAN COMBS,EMPAGLIFLOZIN!METFORMIN,2,True,PROTECTED,PRESCRIPTION BOUND
57,10,SYNJARDY,SYNJARDY,F.C.TAB 12.5 850MG 60,BOEHRINGER INGEL,BOEHRINGER INGEL,A10P3 - SGLT2 INH & BIGUAN COMBS,A10P3,SGLT2 INH & BIGUAN COMBS,EMPAGLIFLOZIN!METFORMIN,2,True,PROTECTED,PRESCRIPTION BOUND
58,10,SYNJARDY,SYNJARDY,F.C.TAB 12.51000MG 60,BOEHRINGER INGEL,BOEHRINGER INGEL,A10P3 - SGLT2 INH & BIGUAN COMBS,A10P3,SGLT2 INH & BIGUAN COMBS,EMPAGLIFLOZIN!METFORMIN,2,True,PROTECTED,PRESCRIPTION BOUND
59,10,SYNJARDY,SYNJARDY,F.C.TABS/5 1000MG 60,BOEHRINGER INGEL,BOEHRINGER INGEL,A10P3 - SGLT2 INH & BIGUAN COMBS,A10P3,SGLT2 INH & BIGUAN COMBS,EMPAGLIFLOZIN!METFORMIN,2,True,PROTECTED,PRESCRIPTION BOUND
60,10,SYNJARDY,SYNJARDY,F.C.TABS/5 850MG 60,BOEHRINGER INGEL,BOEHRINGER INGEL,A10P3 - SGLT2 INH & BIGUAN COMBS,A10P3,SGLT2 INH & BIGUAN COMBS,EMPAGLIFLOZIN!METFORMIN,2,True,PROTECTED,PRESCRIPTION BOUND
61,10,SYNJARDY,SYNJARDY,TAB REC 12.51000MG,BOEHRINGER INGEL,BOEHRINGER INGEL,A10P3 - SGLT2 INH & BIGUAN COMBS,A10P3,SGLT2 INH & BIGUAN COMBS,EMPAGLIFLOZIN!METFORMIN,2,True,PROTECTED,PRESCRIPTION BOUND
62,10,SYNJARDY,SYNJARDY,TAB REC 12.51000MG 60,BOEHRINGER INGEL,BOEHRINGER INGEL,A10P3 - SGLT2 INH & BIGUAN COMBS,A10P3,SGLT2 INH & BIGUAN COMBS,EMPAGLIFLOZIN!METFORMIN,2,True,PROTECTED,PRESCRIPTION BOUND
63,10,SYNJARDY,SYNJARDY,TAB REC 5MG 1000MG,BOEHRINGER INGEL,BOEHRINGER INGEL,A10P3 - SGLT2 INH & BIGUAN COMBS,A10P3,SGLT2 INH & BIGUAN COMBS,EMPAGLIFLOZIN!METFORMIN,2,True,PROTECTED,PRESCRIPTION BOUND
64,10,SYNJARDY,SYNJARDY,TAB REC 5MG 1000MG 60,BOEHRINGER INGEL,BOEHRINGER INGEL,A10P3 - SGLT2 INH & BIGUAN COMBS,A10P3,SGLT2 INH & BIGUAN COMBS,EMPAGLIFLOZIN!METFORMIN,2,True,PROTECTED,PRESCRIPTION BOUND
65,11,EBYMECT,EBYMECT,TABL RE 5MG 1000MG,ESTEVE,ESTEVE,A10P3 - SGLT2 INH & BIGUAN COMBS,A10P3,SGLT2 INH & BIGUAN COMBS,DAPAGLIFLOZIN!METFORMIN,2,True,PROTECTED,PRESCRIPTION BOUND
66,11,EBYMECT,EBYMECT,TABL RE 5MG 1000MG 56,ESTEVE,ESTEVE,A10P3 - SGLT2 INH & BIGUAN COMBS,A10P3,SGLT2 INH & BIGUAN COMBS,DAPAGLIFLOZIN!METFORMIN,2,True,PROTECTED,PRESCRIPTION BOUND
67,11,EBYMECT,EBYMECT,TABL RE 5MG 850MG,ESTEVE,ESTEVE,A10P3 - SGLT2 INH & BIGUAN COMBS,A10P3,SGLT2 INH & BIGUAN COMBS,DAPAGLIFLOZIN!METFORMIN,2,True,PROTECTED,PRESCRIPTION BOUND
68,11,EBYMECT,EBYMECT,TABL RE 5MG 850MG 56,ESTEVE,ESTEVE,A10P3 - SGLT2 INH & BIGUAN COMBS,A10P3,SGLT2 INH & BIGUAN COMBS,DAPAGLIFLOZIN!METFORMIN,2,True,PROTECTED,PRESCRIPTION BOUND
69,12,VOKANAMET,VOKANAMET,F.C.TAB 1000 150MG 60,JOHNSON & JOHNSON,JOHNSON & JOHNSON,A10P3 - SGLT2 INH & BIGUAN COMBS,A10P3,SGLT2 INH & BIGUAN COMBS,CANAGLIFLOZIN!METFORMIN,2,True,PROTECTED,PRESCRIPTION BOUND
70,12,VOKANAMET,VOKANAMET,F.C.TAB 1000 50MG 60,JOHNSON & JOHNSON,JOHNSON & JOHNSON,A10P3 - SGLT2 INH & BIGUAN COMBS,A10P3,SGLT2 INH & BIGUAN COMBS,CANAGLIFLOZIN!METFORMIN,2,True,PROTECTED,PRESCRIPTION BOUND
71,12,VOKANAMET,VOKANAMET,F.C.TAB 850 150MG 60,JOHNSON & JOHNSON,JOHNSON & JOHNSON,A10P3 - SGLT2 INH & BIGUAN COMBS,A10P3,SGLT2 INH & BIGUAN COMBS,CANAGLIFLOZIN!METFORMIN,2,True,PROTECTED,PRESCRIPTION BOUND
72,12,VOKANAMET,VOKANAMET,F.C.TAB 850 50MG 60,JOHNSON & JOHNSON,JOHNSON & JOHNSON,A10P3 - SGLT2 INH & BIGUAN COMBS,A10P3,SGLT2 INH & BIGUAN COMBS,CANAGLIFLOZIN!METFORMIN,2,True,PROTECTED,PRESCRIPTION BOUND
73,13,VOKANAMET,VOKANAMET,C.R 150/1000,MENARINI,MENARINI,A10P3 - SGLT2 INH & BIGUAN COMBS,A10P3,SGLT2 INH & BIGUAN COMBS,CANAGLIFLOZIN!METFORMIN,2,True,PROTECTED,PRESCRIPTION BOUND
74,13,VOKANAMET,VOKANAMET,C.R 150/1000 60,MENARINI,MENARINI,A10P3 - SGLT2 INH & BIGUAN COMBS,A10P3,SGLT2 INH & BIGUAN COMBS,CANAGLIFLOZIN!METFORMIN,2,True,PROTECTED,PRESCRIPTION BOUND
75,13,VOKANAMET,VOKANAMET,C.RV 150/850,MENARINI,MENARINI,A10P3 - SGLT2 INH & BIGUAN COMBS,A10P3,SGLT2 INH & BIGUAN COMBS,CANAGLIFLOZIN!METFORMIN,2,True,PROTECTED,PRESCRIPTION BOUND
76,13,VOKANAMET,VOKANAMET,C.RV 150/850 60,MENARINI,MENARINI,A10P3 - SGLT2 INH & BIGUAN COMBS,A10P3,SGLT2 INH & BIGUAN COMBS,CANAGLIFLOZIN!METFORMIN,2,True,PROTECTED,PRESCRIPTION BOUND
77,13,VOKANAMET,VOKANAMET,C.RV 50/1000,MENARINI,MENARINI,A10P3 - SGLT2 INH & BIGUAN COMBS,A10P3,SGLT2 INH & BIGUAN COMBS,CANAGLIFLOZIN!METFORMIN,2,True,PROTECTED,PRESCRIPTION BOUND
78,13,VOKANAMET,VOKANAMET,C.RV 50/1000 60,MENARINI,MENARINI,A10P3 - SGLT2 INH & BIGUAN COMBS,A10P3,SGLT2 INH & BIGUAN COMBS,CANAGLIFLOZIN!METFORMIN,2,True,PROTECTED,PRESCRIPTION BOUND
79,13,VOKANAMET,VOKANAMET,C.RV 50/850,MENARINI,MENARINI,A10P3 - SGLT2 INH & BIGUAN COMBS,A10P3,SGLT2 INH & BIGUAN COMBS,CANAGLIFLOZIN!METFORMIN,2,True,PROTECTED,PRESCRIPTION BOUND
80,13,VOKANAMET,VOKANAMET,C.RV 50/850 60,MENARINI,MENARINI,A10P3 - SGLT2 INH & BIGUAN COMBS,A10P3,SGLT2 INH & BIGUAN COMBS,CANAGLIFLOZIN!METFORMIN,2,True,PROTECTED,PRESCRIPTION BOUND
81,13,VOKANAMET,VOKANAMET,TAB REC 150 1000MG 60,MENARINI,MENARINI,A10P3 - SGLT2 INH & BIGUAN COMBS,A10P3,SGLT2 INH & BIGUAN COMBS,CANAGLIFLOZIN!METFORMIN,2,True,PROTECTED,PRESCRIPTION BOUND
82,13,VOKANAMET,VOKANAMET,TAB REC 150 850MG 60,MENARINI,MENARINI,A10P3 - SGLT2 INH & BIGUAN COMBS,A10P3,SGLT2 INH & BIGUAN COMBS,CANAGLIFLOZIN!METFORMIN,2,True,PROTECTED,PRESCRIPTION BOUND
83,13,VOKANAMET,VOKANAMET,TAB REC 50MG 850MG 60,MENARINI,MENARINI,A10P3 - SGLT2 INH & BIGUAN COMBS,A10P3,SGLT2 INH & BIGUAN COMBS,CANAGLIFLOZIN!METFORMIN,2,True,PROTECTED,PRESCRIPTION BOUND
84,13,VOKANAMET,VOKANAMET,TAB REC 50MG1000MG 60,MENARINI,MENARINI,A10P3 - SGLT2 INH & BIGUAN COMBS,A10P3,SGLT2 INH & BIGUAN COMBS,CANAGLIFLOZIN!METFORMIN,2,True,PROTECTED,PRESCRIPTION BOUND
85,14,SEGLUROMET,SEGLUROMET,C.RV2.5+1000,MERCK & CO,MERCK & CO,A10P3 - SGLT2 INH & BIGUAN COMBS,A10P3,SGLT2 INH & BIGUAN COMBS,ERTUGLIFLOZIN!METFORMIN,2,True,PROTECTED,PRESCRIPTION BOUND
86,14,SEGLUROMET,SEGLUROMET,C.RV2.5+1000 56,MERCK & CO,MERCK & CO,A10P3 - SGLT2 INH & BIGUAN COMBS,A10P3,SGLT2 INH & BIGUAN COMBS,ERTUGLIFLOZIN!METFORMIN,2,True,PROTECTED,PRESCRIPTION BOUND
87,14,SEGLUROMET,SEGLUROMET,C.RV7.5+1000,MERCK & CO,MERCK & CO,A10P3 - SGLT2 INH & BIGUAN COMBS,A10P3,SGLT2 INH & BIGUAN COMBS,ERTUGLIFLOZIN!METFORMIN,2,True,PROTECTED,PRESCRIPTION BOUND
88,14,SEGLUROMET,SEGLUROMET,C.RV7.5+1000 56,MERCK & CO,MERCK & CO,A10P3 - SGLT2 INH & BIGUAN COMBS,A10P3,SGLT2 INH & BIGUAN COMBS,ERTUGLIFLOZIN!METFORMIN,2,True,PROTECTED,PRESCRIPTION BOUND
89,14,SEGLUROMET,SEGLUROMET,TA REC 2.5MG1000MG 56,MERCK & CO,MERCK & CO,A10P3 - SGLT2 INH & BIGUAN COMBS,A10P3,SGLT2 INH & BIGUAN COMBS,ERTUGLIFLOZIN!METFORMIN,2,True,PROTECTED,PRESCRIPTION BOUND
90,14,SEGLUROMET,SEGLUROMET,TA REC 7.5MG1000MG 56,MERCK & CO,MERCK & CO,A10P3 - SGLT2 INH & BIGUAN COMBS,A10P3,SGLT2 INH & BIGUAN COMBS,ERTUGLIFLOZIN!METFORMIN,2,True,PROTECTED,PRESCRIPTION BOUND
91,15,QTERN,QTERN,COMPR RIV.,ASTRAZENECA,ASTRAZENECA,A10P5 - SGLT2 INH&DPP-IV INH COM,A10P5,SGLT2 INH&DPP-IV INH COM,DAPAGLIFLOZIN!SAXAGLIPTIN,2,True,PROTECTED,PRESCRIPTION BOUND
92,15,QTERN,QTERN,COMPR RIV. 28,ASTRAZENECA,ASTRAZENECA,A10P5 - SGLT2 INH&DPP-IV INH COM,A10P5,SGLT2 INH&DPP-IV INH COM,DAPAGLIFLOZIN!SAXAGLIPTIN,2,True,PROTECTED,PRESCRIPTION BOUND
93,16,GLYXAMBI,GLYXAMBI,CPR RV.10+5,BOEHRINGER INGEL,BOEHRINGER INGEL,A10P5 - SGLT2 INH&DPP-IV INH COM,A10P5,SGLT2 INH&DPP-IV INH COM,EMPAGLIFLOZIN!LINAGLIPTIN,2,True,PROTECTED,PRESCRIPTION BOUND
